,Unnamed: 0,id,artists,name,decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spotify_popularity
273,273,4JLcAU2xY90qTkTSNM1lUa,Nancy Sinatra,Bang Bang (My Baby Shot Me Down),1960,0.433,0.174,5,-18.791,0,0.0537,0.982,0.101,0.111,0.366,95.802,162447,4,65.0
274,274,2HoqbEOXgbDSLZ5XCePEXt,Ray Charles,Hit the Road Jack,1960,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,4,69.0
275,275,7jGzYUZ2Bgg8BDfYlQRfn8,The Troggs,Wild Thing,1960,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,155333,4,64.0
276,276,1UKobFsdqNXQb8OthimCKe,"Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,1960,0.483,0.159,7,-13.648,1,0.0353,0.914,0.0,0.111,0.423,146.721,157893,4,67.0
277,277,3dzW0SoVNyJTWWJimX8stj,The Zombies,She's Not There,1960,0.523,0.803,4,-5.189,0,0.045,0.579,0.0,0.0948,0.898,132.316,145293,4,55.0
278,278,3zpj9dvJABiyMrmLCPw6i8,Patsy Cline & The Jordanaires,Crazy - Single Version,1960,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,164573,3,65.0
279,279,5c33j1xFVOL4G24zxYhssB,The Isley Brothers,This Old Heart Of Mine (Is Weak For You),1960,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287,172733,4,64.0
280,280,4u9f8hqstB7iITDJNzKhQx,The Who,My Generation - Stereo Version,1960,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,4,64.0
281,281,5qBqBdfTEIWJwAS0Jm2F5R,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),1960,0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,229360,4,63.0
282,282,0DQqzCHlPyKQXfF8uL01SI,The Kinks,Sunny Afternoon - Mono Mix,1960,0.595,0.462,2,-8.414,0,0.0259,0.102,0.0,0.0641,0.526,124.991,210525,4,64.0
283,283,0sjxRg1VlYfx4YG7uxurrq,Nina Simone,I Put A Spell On You,1960,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,155027,3,66.0
284,284,11607FzqoipskTsXrwEHnJ,The Velvet Underground & Nico,Sunday Morning,1960,0.506,0.442,5,-13.268,0,0.0276,0.0869,0.00239,0.0846,0.532,105.826,175893,4,64.0
285,285,76ICmoJ4PcoMWoooaTxnQs,Wilson Pickett,Land of 1000 Dances,1960,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,146973,4,64.0
286,286,69RH84na5iUNwrwxpgjC5j,The Supremes,Where Did Our Love Go,1960,0.566,0.49,0,-10.867,1,0.0414,0.791,1.42e-05,0.0919,0.847,134.934,153333,4,64.0
287,287,7ngRS53kqxLcEt9Pythc5d,Lesley Gore,You Don't Own Me,1960,0.473,0.434,2,-10.02,1,0.0257,0.701,0.0,0.628,0.711,94.814,150000,3,65.0
288,288,1DKyFVzIh1oa1fFnEmTkIl,Them & Van Morrison,Gloria (feat. Van Morrison) - Stereo Version,1960,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800,4,63.0
289,289,6jX5mso4x00c1EiNMrTU9U,The Marvelettes,Please Mr. Postman - Single Version / Mono,1960,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,148040,4,64.0
290,290,3YJx77Xx8JSwEoxqrkQO5c,Eddie Floyd,Knock on Wood,1960,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,189840,4,61.0
291,291,1sM0yZDxUhPQhkDh2CLd6l,Ricky Nelson,Travelin' Man - Remastered,1960,0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,143200,4,59.0
292,292,2HCaIYjkvWSZzaSKUoOh3d,The Byrds,Mr. Tambourine Man,1960,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467,4,63.0
293,293,1WPqawIF9HCKfSOt7mN6X0,Martha Reeves & The Vandellas,Nowhere To Run,1960,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,181640,4,61.0
294,294,11VwZwNF29HrqwalYUMitb,The Velvet Underground,Pale Blue Eyes,1960,0.637,0.107,5,-18.759,1,0.0349,0.911,0.00146,0.103,0.296,82.879,339533,4,63.0
295,295,1Pq47iFLC5U7j8xeNiNcuS,Lesley Gore,It's My Party,1960,0.692,0.501,9,-11.708,1,0.0625,0.368,0.0,0.0393,0.961,128.388,140000,4,63.0
296,296,3RkQ3UwOyPqpIiIvGVewuU,Bob Dylan,Mr. Tambourine Man,1960,0.39,0.31,5,-14.545,1,0.0676,0.794,0.0,0.379,0.584,177.515,330533,4,62.0
297,297,25IiJu0DjOqsnQXgNHWp5i,The Shirelles,Will You Love Me Tomorrow,1960,0.527,0.308,0,-11.809,1,0.0284,0.551,4.25e-05,0.0921,0.514,136.297,160865,4,63.0
298,298,6dfhF1BDGmhM69fnCb6wSC,Simon & Garfunkel,America,1960,0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,215293,3,64.0
299,299,5ZoDwIP1ntHwciLjydJ8X2,Stevie Wonder,My Cherie Amour,1960,0.574,0.507,6,-11.343,1,0.0258,0.228,4.57e-06,0.279,0.514,101.085,173307,4,64.0
300,300,0B9x2BRHqj3Qer7biM3pU3,John Travolta & Olivia Newton-John,You're The One That I Want - From “Grease”,1970,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,4,78.0
301,301,7mjSHL2Eb0kAwiKbvNNyD9,Yusuf / Cat Stevens,Wild World,1970,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,200560,4,76.0
302,302,1JQ6Xm1JrvHfvAqhl5pwaA,Commodores,Easy,1970,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,256427,4,74.0
303,303,4Vn7TykT27PIygBiZjTR2s,Eagles,Hotel California - 2013 Remaster,1970,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,57.0
304,304,3gdewACMIVMEWVbyb8O9sY,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",1970,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4,80.0
305,305,2JoZzpdeP2G6Csfdq5aLXP,Bee Gees,How Deep Is Your Love,1970,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,245200,4,73.0
306,306,2AVkArcfALVk2X8sfPRzya,John Travolta & Olivia Newton-John,Summer Nights - From “Grease”,1970,0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,216907,4,71.0
307,307,0GjEhVFGZW8afUYGChu3Rr,ABBA,Dancing Queen,1970,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,4,82.0
308,308,6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,Wonderful Tonight,1970,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,225027,4,75.0
309,309,7Jh1bpe76CNTCgdgAdBw4Z,David Bowie,Heroes - 2017 Remaster,1970,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,4,76.0
310,310,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,Highway to Hell,1970,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4,84.0
311,311,0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,1970,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4,82.0
312,312,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,1970,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,4,83.0
313,313,3vkQ5DAB1qQMYO4Mr9zJN6,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),1970,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,4,81.0
314,314,5BUq9bdtsm3LWw5laJeJ4R,Olivia Newton-John,Hopelessly Devoted To You - From “Grease”,1970,0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,185360,3,73.0
315,315,07q0QVgO56EorrSGHC48y3,KISS,I Was Made For Lovin' You,1970,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4,81.0
316,316,7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,Sweet Home Alabama,1970,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4,80.0
317,317,2RlgNHKcydI9sayD2Df2xp,Electric Light Orchestra,Mr. Blue Sky,1970,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4,79.0
318,318,5MxNLUsfh7uzROypsoO5qe,Aerosmith,Dream On,1970,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960,4,83.0
319,319,5ubvP9oKmxLUVq506fgLhk,Bee Gees,Stayin Alive,1970,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4,79.0
320,320,5CQ30WqJwcep0pYcV4AMNc,Led Zeppelin,Stairway to Heaven - Remaster,1970,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4,78.0
321,321,5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,1970,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4,79.0
322,322,7rWgGyRK7RAqAAXy4bLft9,ABBA,Angeleyes,1970,0.719,0.922,11,-6.091,1,0.0338,0.523,0.000163,0.0867,0.964,133.113,260893,4,76.0
323,323,1QEEqeFIZktqIpPI4jSVSF,Boston,More Than a Feeling,1970,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4,78.0
324,324,5CyZPkmTBmq61SunRDysna,John Travolta & Olivia Newton-John,We Go Together - From “Grease”,1970,0.732,0.803,0,-10.817,1,0.202,0.228,0.0,0.659,0.776,111.13,179573,4,62.0
325,325,4U45aEWtQhrm8A5mxPaFZ7,Billy Joel,Vienna,1970,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,214240,4,77.0
326,326,7HW5WIw7ZgZORCzUxv5gW5,Elton John & Kiki Dee,Don't Go Breaking My Heart,1970,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,4,77.0
327,327,75FYqcxt1YEAtqDLrOeIJn,Bob Marley & The Wailers,Three Little Birds,1970,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,180267,4,77.0
328,328,7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,T.N.T.,1970,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4,77.0
329,329,5Ts1DYOuouQLgzTaisxWYh,Edison Lighthouse,Love Grows (Where My Rosemary Goes),1970,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,174760,4,75.0
330,330,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,Immigrant Song - Remaster,1970,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4,77.0
331,331,38zsOOcu31XbbYj9BIPUF1,Elton John,Your Song,1970,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,4,78.0
332,332,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,1970,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,4,78.0
333,333,4yugZvBYaoREkJKtbG08Qr,Eagles,Take It Easy - 2013 Remaster,1970,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4,76.0
334,334,2TxCwUlqaOH3TIyJqGgR91,ABBA,Mamma Mia,1970,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,213267,4,76.0
335,335,3EYOJ48Et32uATr9ZmLnAo,The Police,Roxanne,1970,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947,4,77.0
336,336,7iN1s7xHE4ifF5povM6A48,The Beatles,Let It Be - Remastered 2009,1970,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,243027,4,76.0
337,337,07GvNcU1WdyZJq3XxP0kZa,Fleetwood Mac,Go Your Own Way - 2004 Remaster,1970,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4,76.0
338,338,1i6N76fftMZhijOzFQ5ZtL,Talking Heads,Psycho Killer - 2005 Remaster,1970,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4,78.0
339,339,2TVxnKdb3tqe1nhQWwwZCO,Elton John,Tiny Dancer,1970,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4,76.0
340,340,6zeE5tKyr8Nu882DQhhSQI,Kansas,Dust in the Wind,1970,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4,77.0
341,341,5IMtdHjJ1OtkxbGe4zfUxQ,Rupert Holmes,Escape (The Pina Colada Song),1970,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,276493,4,74.0
342,342,1fDsrQ23eTAVFElUMaf38X,Don McLean,American Pie,1970,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,516893,4,75.0
343,343,5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,1970,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,76.0
344,344,5LxvwujISqiB8vpRYv887S,The Jackson 5,I Want You Back,1970,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4,76.0
345,345,6KTv0Z8BmVqM7DPxbGzpVC,KISS,Rock And Roll All Nite,1970,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4,75.0
346,346,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Lovely Day,1970,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,4,75.0
347,347,3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,Stuck In The Middle With You,1970,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4,77.0
348,348,70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man,1970,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,339000,3,75.0
349,349,6JRLFiX9NJSoRRKxowlBYr,Bob Marley & The Wailers,Is This Love,1970,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,232200,4,75.0
350,350,1HOMkjp0nHMaTnfAkslCQj,The Knack,My Sharona,1970,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,4,73.0
351,351,7pKfPomDEeI4TPT6EOYjn9,John Lennon,Imagine - Remastered 2010,1970,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867,4,76.0
352,352,6ztstiyZL6FXzh4aG46ZPD,"Earth, Wind & Fire & The Emotions",Boogie Wonderland,1970,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4,75.0
353,353,70YvYr2hGlS01bKRIho1HM,ZZ Top,La Grange - 2005 Remaster,1970,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4,76.0
354,354,7GVUmCP00eSsqc4tzj1sDD,Redbone,Come and Get Your Love - Single Version,1970,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,4,74.0
355,355,4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,"Another Brick in the Wall, Pt. 2",1970,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4,75.0
356,356,54eZmuggBFJbV7k248bTTt,America & George Martin,A Horse with No Name,1970,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,75.0
357,357,3qiyyUfYe7CRYLucrPmulD,The Who,Baba O'Riley,1970,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4,75.0
358,358,43DeSV93pJPT4lCZaWZ6b1,Thin Lizzy,The Boys Are Back In Town,1970,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720,4,74.0
359,359,46eu3SBuFCXWsPT39Yg3tJ,Michael Jackson,Don't Stop 'Til You Get Enough,1970,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4,75.0
360,360,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,(Don't Fear) The Reaper,1970,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,4,77.0
361,361,7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,Listen to the Music,1970,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4,75.0
362,362,2eF8pWbiivYsYRpbntYsnc,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",1970,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,161160,4,75.0
363,363,0pQskrTITgmCMyr85tb9qq,David Bowie,Starman - 2012 Remaster,1970,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4,76.0
364,364,762B4bOcXF7I2Y8UlKTyTy,ABBA,Chiquitita,1970,0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,326320,4,72.0
365,365,7zMUCLm1TN9o9JlLISztxO,Elvis Presley,Burning Love,1970,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293,4,73.0
366,366,2BY7ALEWdloFHgQZG6VMLA,Looking Glass,Brandy (You're a Fine Girl),1970,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,186827,4,73.0
367,367,5SZ6zX4rOrEQferfFC2MfP,Aerosmith,Walk This Way,1970,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4,74.0
368,368,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,Layla,1970,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,73.0
369,369,1QbOvACeYanja5pbnJbAmk,John Denver,"Take Me Home, Country Roads",1970,0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,197813,4,73.0
370,370,7oOOI85fVQvVnK5ynNMdW7,Michael Jackson,Rock with You - Single Version,1970,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,220627,4,74.0
371,371,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,The Joker,1970,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504,4,73.0
372,372,6XUHsYE38CEbYunT983O9G,Supertramp,Give A Little Bit,1970,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,248173,4,74.0
373,373,1oYYd2gnWZYrt89EBXdFiO,The Police,Message In A Bottle,1970,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4,74.0
374,374,2gE95JskwQ1pCACTpGe1Db,Creedence Clearwater Revival,Down On The Corner,1970,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4,72.0
375,375,5Wj1rJnCLpMHdLaxsFtJLs,Elton John,Bennie And The Jets - Remastered 2014,1970,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,4,73.0
376,376,2Xb6wJYGi0QXwURw5WWvI5,Gerry Rafferty,Right Down the Line,1970,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773,4,72.0
377,377,2DnJjbjNTV9Nd5NOa1KGba,Carly Simon,You're so Vain,1970,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4,73.0
378,378,24NwBd5vZ2CK8VOQVnqdxr,Aerosmith,Sweet Emotion,1970,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4,72.0
379,379,0KMGxYKeUzK9wc5DZCt3HT,Chicago,If You Leave Me Now,1970,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373,4,74.0
380,380,5EOoMWIB9iK4ZpcSex9Ec7,Bob Seger,Old Time Rock & Roll,1970,0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,194147,4,73.0
381,381,63xdwScd1Ai1GigAwQxE8y,Al Green,Let's Stay Together,1970,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,199396,4,74.0
382,382,4KfSdst7rW39C0sfhArdrz,Heart,Barracuda,1970,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,261933,4,72.0
383,383,15BQ7vEDv2LJuh8TxWIhtd,Iggy Pop,The Passenger,1970,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,283360,4,72.0
384,384,7tFiyTwD0nx5a1eklYtX2J,Queen,Bohemian Rhapsody - Remastered 2011,1970,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4,72.0
385,385,6QhXQOpyYvbpdbyjgAqKdY,Simon & Garfunkel,Cecilia,1970,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827,4,72.0
386,386,6Ac4NVYYl2U73QiTt11ZKd,Blue Swede & Björn Skifs,Hooked On A Feeling,1970,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4,72.0
387,387,1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",1970,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4,72.0
388,388,1I7zHEdDx8Ny5RxzYPqsU2,Steely Dan,Reelin' In The Years,1970,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,277267,4,71.0
389,389,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,American Girl,1970,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733,4,71.0
390,390,7hQJA50XrCWABAu5v6QZ4i,Queen,Don't Stop Me Now - Remastered 2011,1970,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,4,72.0
391,391,5LyfiK6iXEIBNEtcaGKohl,Bob Marley & The Wailers,Jamming,1970,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,211000,4,73.0
392,392,476V2d6iA2tWXgQboKmTtA,Yusuf / Cat Stevens,Father And Son,1970,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,221120,4,72.0
393,393,0q21FNwES2bbtcduB6kjEU,King Harvest,Dancing in the Moonlight,1970,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,181133,4,72.0
394,394,2SpEHTbUuebeLkgs9QB7Ue,Dolly Parton,Jolene,1970,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,161533,4,72.0
395,395,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,Beast Of Burden - Remastered 1994,1970,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,4,72.0
396,396,14XWXWv5FoCbFzLksawpEe,The Doors,Riders on the Storm,1970,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4,72.0
397,397,1B5Tp2Ml9nLlmTSJx8xVfI,Elvis Presley,Always On My Mind,1970,0.358,0.387,7,-14.342,1,0.0324,0.746,0.0121,0.119,0.495,181.183,218440,4,71.0
398,398,2EC9IJj7g0mN1Q5VrZkiYY,David Bowie,Rebel Rebel - 2016 Remaster,1970,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747,4,72.0
399,399,72ahyckBJfTigJCFCviVN7,Electric Light Orchestra,Don't Bring Me Down,1970,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,4,71.0
400,400,5p3JunprHCxClJjOmcLV8G,Lou Reed,Walk On the Wild Side,1970,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,72.0
401,401,4bEb3KE4mSKlTFjtWJQBqO,Fleetwood Mac,Don't Stop - 2004 Remaster,1970,0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193347,4,72.0
402,402,6hTcuIQa0sxrrByu9wTD7s,Bruce Springsteen,Born to Run,1970,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,269920,4,71.0
403,403,5YSI1311X8t31PBjkBG4CZ,Kate Bush,Wuthering Heights,1970,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,269067,4,69.0
404,404,1YYhDizHx7PnDhAhko6cDS,John Denver,"Take Me Home, Country Roads",1970,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,190160,4,72.0
405,405,714hERk9U1W8FMYkoC83CO,Hot Chocolate,You Sexy Thing,1970,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,244920,4,71.0
406,406,6mHOcVtsHLMuesJkswc0GZ,Supertramp,The Logical Song - Remastered 2010,1970,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,251253,4,72.0
407,407,6gXrEUzibufX9xYPk3HD5p,Eagles,Life in the Fast Lane - 2013 Remaster,1970,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4,70.0
408,408,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,She's Always a Woman,1970,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,201373,3,72.0
409,409,5jzma6gCzYtKB1DbEwFZKH,The Clash,London Calling - Remastered,1970,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,4,71.0
