,Unnamed: 0,id,artists,name,decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,spotify_popularity
136,136,6TYR3IVgIwDK6ydc2EPEQq,Jackie Wilson,Lonely Teardrops,1950,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,166213,4,50.0
137,137,6Q0aBakbTsjQO6iGdxmXlx,The Coasters,Charlie Brown,1950,0.646,0.628,3,-8.794,1,0.243,0.404,5.03e-06,0.00967,0.881,125.705,141667,4,26.0
138,138,3Bh370SaZZ0BPHKKOqvAgy,Mickey Baker,Love Is Strange,1950,0.59,0.64,0,-4.174,1,0.0287,0.336,7.77e-05,0.0545,0.824,121.84,172640,4,50.0
139,139,2gZlblsff9FKnhSIwB2ZsU,Fats Domino,I'm Walkin',1950,0.65,0.89,9,-8.11,1,0.0553,0.611,0.056,0.0786,0.972,114.513,126667,4,52.0
140,140,39CdOo5GPGSIdxWDvyyWkr,Ella Fitzgerald & Louis Armstrong,The Nearness Of You,1950,0.409,0.105,6,-17.849,1,0.0484,0.926,0.0,0.126,0.239,81.884,342960,4,51.0
141,141,3ZyJfbh2Y9y15f45qY1pDJ,The Poni-Tails,Born Too Late,1950,0.552,0.284,4,-10.481,1,0.0259,0.821,8.15e-06,0.119,0.788,85.077,139013,4,52.0
142,142,5X4lsUAYrT5m0IyL6Xm8T5,Sarah Vaughan,Broken Hearted Melody,1950,0.45,0.544,7,-10.011,1,0.0378,0.796,0.0,0.194,0.75,132.542,143360,4,50.0
143,143,4nAJtcmiyoL0ARY5WZY9IN,Duane Eddy,Rebel Rouser,1950,0.388,0.434,7,-11.997,1,0.0354,0.789,0.954,0.728,0.873,206.313,153533,4,48.0
144,144,7qoaMWT3eRCKG1RN6dVuOY,Lloyd Price,Stagger Lee,1950,0.439,0.638,3,-6.859,1,0.0307,0.707,0.0,0.175,0.781,69.57,144627,4,53.0
145,145,7DH5dXVuQaqcKf9oTy9oUN,Jim Reeves,He'll Have to Go,1950,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,138640,3,49.0
146,146,2JoXjemDQe0fSmk26CpfrP,Bill Haley & His Comets,"Shake, Rattle And Roll - Single Version",1950,0.671,0.679,5,-11.237,1,0.142,0.159,0.0,0.158,0.82,166.722,150467,4,49.0
147,147,2s4B4fUlVIkE4ELgoupjXL,The Drifters,There Goes My Baby,1950,0.241,0.564,6,-6.544,0,0.0347,0.591,0.0,0.704,0.642,77.378,129613,5,49.0
148,148,0DXm5n7SBxCED9ssTvrx2J,Louis Prima,Buona Sera - Remastered,1950,0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,0.811,97.793,187200,4,49.0
149,149,56XoFI6v7kbGNdM8ALYWof,Ricky Nelson,Lonesome Town - 1990 Digital Remaster,1950,0.508,0.0965,11,-18.283,1,0.031,0.856,0.012,0.102,0.296,77.907,135840,4,49.0
150,150,745H5CctFr12Mo7cqa1BMH,The Temptations,My Girl,1960,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,4,78.0
151,151,0GVxSbigOiKlGfI30Uw00X,Percy Sledge,When a Man Loves a Woman,1960,0.526,0.436,1,-6.02,1,0.0232,0.0981,7.69e-06,0.118,0.286,96.903,175693,3,57.0
152,152,5FKkbyGm42hw1y08l2knlO,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,1960,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,222747,4,58.0
153,153,2g2GkH3vZHk4lWzBjgQ6nY,Sam Cooke,(What A) Wonderful World,1960,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,125440,4,67.0
154,154,3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Brown Eyed Girl,1960,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4,78.0
155,155,0FD8KMG4pHp0O9clTpChjp,Aretha Franklin,I Say a Little Prayer,1960,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,216773,4,57.0
156,156,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,1960,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,81.0
157,157,7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye & Tammi Terrell,Ain't No Mountain High Enough,1960,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4,81.0
158,158,0wz1LjDb9ZNEYwOmDJ3Q4b,The Beach Boys,Surfin' U.S.A. - Remastered 2001,1960,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,70.0
159,159,4Y4Gd3ty8uut6Qw43c7yJc,Otis Redding,(Sittin' On) the Dock of the Bay,1960,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,166827,4,62.0
160,160,2KQM3kDM0zMBC9iynePBbS,Ben E. King,Stand By Me,1960,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46,174253,4,57.0
161,161,4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Fortunate Son,1960,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4,81.0
162,162,44AyOl4qVkzS48vBsbNXaC,Elvis Presley,Can't Help Falling in Love,1960,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,3,79.0
163,163,63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,"Paint It, Black",1960,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,80.0
164,164,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,Sweet Caroline,1960,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,4,77.0
165,165,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,For What It's Worth,1960,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,77.0
166,166,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Whole Lotta Love - 1990 Remaster,1960,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,76.0
167,167,2EqlS6tkEnglzr7tkKAAYD,The Beatles,Come Together - Remastered 2009,1960,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4,76.0
168,168,20OFwXhEXf12DzwXmaV7fj,Creedence Clearwater Revival,Bad Moon Rising,1960,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4,79.0
169,169,5LxvwujISqiB8vpRYv887S,The Jackson 5,I Want You Back,1960,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4,76.0
170,170,4s6LhHAV5SEsOV0lC2tjvJ,The Mamas & The Papas,California Dreamin' - Single Version,1960,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4,77.0
171,171,1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,1960,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4,75.0
172,172,0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",1960,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4,74.0
173,173,6H3kDe7CGoWYBabAeVWGiD,The Rolling Stones,Gimme Shelter,1960,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4,76.0
174,174,3G7tRC24Uh09Hmp1KZ7LQ2,The Monkees,I'm a Believer - 2006 Remaster,1960,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,4,74.0
175,175,4Hhv2vrOTy89HFRcjU3QOx,Etta James,At Last,1960,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,179693,3,74.0
176,176,2gE95JskwQ1pCACTpGe1Db,Creedence Clearwater Revival,Down On The Corner,1960,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4,72.0
177,177,3BQHpFgAp4l80e1XslIjNI,The Beatles,Yesterday - Remastered 2009,1960,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4,75.0
178,178,6sPOmDulFtLzfX25zICNrC,The Foundations,Build Me Up Buttercup - Mono,1960,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,177533,4,72.0
179,179,1OppEieGNdItZbE14gLBEv,The Supremes,You Can't Hurry Love,1960,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,4,73.0
180,180,48i055G1OT5KxGGftwFxWy,Roy Orbison,"Oh, Pretty Woman",1960,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,178933,4,72.0
181,181,7s25THrKz86DM225dOYwnr,Aretha Franklin,Respect,1960,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4,73.0
182,182,6b6IMqP565TbtFFZg9iFf3,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1960,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,160280,4,72.0
183,183,1Ud6moTC0KyXMq1Oxfien0,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,1960,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,378147,4,73.0
184,184,5y788ya4NvwhBznoDIcXwK,Simon & Garfunkel,The Sound of Silence - Acoustic Version,1960,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,185413,4,72.0
185,185,4kP69y3GKHi9tXckfgp4bK,Stevie Wonder,For Once In My Life,1960,0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,169800,4,71.0
186,186,3spdoTYpuCpmq19tuD0bOe,Frank Sinatra,My Way,1960,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,276800,4,72.0
187,187,5ZBeML7Lf3FMEVviTyvi8l,The Beatles,Twist And Shout - Remastered 2009,1960,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4,74.0
188,188,1tqT6DhmsrtQgyCKUwotiw,Marvin Gaye,I Heard It Through The Grapevine,1960,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,194293,4,71.0
189,189,72Z17vmmeQKAg8bptWvpVG,David Bowie,Space Oddity - 2015 Remaster,1960,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,318027,4,71.0
190,190,6ToM0uwxtPKo9CMpbPGYvM,The Doors,Break on Through (To the Other Side),1960,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4,71.0
191,191,5haXbSJqjjM0TCJ5XkfEaC,James Brown & The Famous Flames,I Got You (I Feel Good),1960,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,165800,4,71.0
192,192,6pxWv6GV35VGmcPf5dh6CH,Creedence Clearwater Revival,Proud Mary,1960,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213,4,72.0
193,193,29SyMC0plk6qw8NMF7lfRL,The Kinks,You Really Got Me - Mono Mix,1960,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,71.0
194,194,4vpeKl0vMGdAXpZiQB2Dtd,Jefferson Airplane,White Rabbit,1960,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,71.0
195,195,6YffUZJ2R06kyxyK6onezL,Johnny Cash,Ring of Fire,1960,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,158427,4,70.0
196,196,4feXcsElKIVsGwkbnTHAfV,Frank Sinatra & Nancy Sinatra,Somethin' Stupid,1960,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493,4,71.0
197,197,4pbG9SUmWIvsROVLF0zF9s,The Beatles,I Want To Hold Your Hand - Remastered 2015,1960,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4,71.0
198,198,7BY005dacJkbO6EPiOh2wb,The Animals,House Of The Rising Sun,1960,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3,71.0
199,199,0wJoRiX5K5BxlqZTolB2LD,Jimi Hendrix,Purple Haze,1960,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4,70.0
200,200,0P7DoyGrr4Wp9w5TotEtUC,The Band,The Weight - Remastered 2000,1960,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,274493,4,71.0
201,201,1udKn1oNKYQSQ9OmiIWCMu,The Lovin' Spoonful,Do You Believe in Magic?,1960,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,125827,4,69.0
202,202,6FT83pFXKhDlXDsNJFAHWz,Chuck Berry,You Never Can Tell,1960,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,161907,4,69.0
203,203,2K2M0TcglCRLLpFOzKeFZA,Cream,Sunshine Of Your Love,1960,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,250400,4,70.0
204,204,5b7OgznPJJr1vHNYGyvxau,Frank Sinatra & Count Basie,Fly Me To The Moon (In Other Words),1960,0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416,147000,4,71.0
205,205,5uvosCdMlFdTXhoazkTI5R,The Doors,Light My Fire,1960,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4,69.0
206,206,76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,The Boxer,1960,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,308520,4,70.0
207,207,65jrjEhWfAvysKfnojk1i0,The Drifters,Under the Boardwalk,1960,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,161960,4,67.0
208,208,3MODES4TNtygekLl146Dxd,Led Zeppelin,Ramble On - 1990 Remaster,1960,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333,4,70.0
209,209,4QxDOjgpYtQDxxbWPuEJOy,Nat King Cole,L-O-V-E,1960,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,155307,4,70.0
210,210,3TlIt0ReIxPsVZcOEivT5U,Tom Jones,It's Not Unusual,1960,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,119800,4,71.0
211,211,7uEcCGtM1FBBGIhPozhJjv,The Monkees,Daydream Believer,1960,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,69.0
212,212,3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,Like a Rolling Stone,1960,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,369600,4,68.0
213,213,3Xls4cNOwy01dtrNXb1inG,Cream,White Room,1960,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4,68.0
214,214,4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,Somebody to Love,1960,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4,69.0
215,215,1Eolhana7nKHYpcYpdVcT5,Jimi Hendrix,Little Wing,1960,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,4,71.0
216,216,1kPBT8S2wJFNAyBMnGVZgL,Etta James,I'd Rather Go Blind,1960,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,156653,3,70.0
217,217,4c4jJJoaiY21t2TyRZgdWS,Steppenwolf,Magic Carpet Ride,1960,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,68.0
218,218,74VR3AkGPhbYXnxcOYa16x,Frank Sinatra,Strangers In The Night,1960,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,157867,4,69.0
219,219,1xKQbqQtQWrtQS47fUJBtl,Big Brother & The Holding Company & Janis Joplin,Piece of My Heart,1960,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4,68.0
220,220,0bfvHnWWOeU1U5XeKyVLbW,Frankie Valli,Can't Take My Eyes off You,1960,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,203680,4,69.0
221,221,78ZqE2tjAxbqEGGlvGnQfT,Procol Harum,A Whiter Shade of Pale - Original Single Version,1960,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,248947,4,64.0
222,222,0NWPxcsf5vdjdiFUI8NgkP,Jimi Hendrix,Hey Joe,1960,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,4,69.0
223,223,6MTd61g9zq6CB1FnJydjEb,The Archies,Sugar Sugar,1960,0.757,0.725,2,-7.259,1,0.0275,0.399,0.0,0.108,0.965,122.439,167213,4,68.0
224,224,6rLqjzGV5VMLDWEnuUqi8q,Martha Reeves & The Vandellas,Dancing In The Street - Stereo,1960,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,165227,4,66.0
225,225,6lFZbCc7pn6Lme1NP7qQqQ,The Rolling Stones,You Can't Always Get What You Want,1960,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,448720,4,67.0
226,226,0zGLlXbHlrAyBN1x6sY0rb,Etta James,A Sunday Kind Of Love,1960,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,196133,4,69.0
227,227,11DjZQEZ69EXLo77HVj6yW,Creedence Clearwater Revival,Green River,1960,0.702,0.772,9,-9.677,1,0.0277,0.0312,0.00837,0.0809,0.973,141.694,154120,4,71.0
228,228,29U7stRjqHU6rMiS8BfaI9,Louis Armstrong,What A Wonderful World,1960,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4,73.0
229,229,2fDHuS1PTkHBbCWWZF1ph9,Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",1960,0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,4,68.0
230,230,2DpJ9T2RVRanZcYFHKOAfA,Paul Anka,Put Your Head On My Shoulder,1960,0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,154733,3,67.0
231,231,0QwZfbw26QeUoIy82Z2jYp,Led Zeppelin,Good Times Bad Times - 1993 Remaster,1960,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,166267,4,68.0
232,232,18GiV1BaXzPVYpp9rmOg0E,Bob Dylan,Blowin' in the Wind,1960,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4,67.0
233,233,3898C4AbdbptwYet6547e5,Stan Getz & João Gilberto & Astrud Gilberto,The Girl From Ipanema,1960,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,321827,4,67.0
234,234,6iGU74CwXuT4XVepjc9Emf,The Beach Boys,God Only Knows - Mono / 1997 Remastered,1960,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,173040,4,67.0
235,235,6PgVDY8GTkxF3GmhVGPzoB,Sam & Dave,"Hold On, I'm Comin'",1960,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,155707,4,67.0
236,236,3lN8PP6R2IxbLP05QpYXng,Steppenwolf,Born To Be Wild - Single Version,1960,0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,212893,4,67.0
237,237,5K09WxKdlkroDyEVyOSySy,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1960,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,165333,3,67.0
238,238,2AxCeJ6PSsBYiTckM0HLY7,Jimi Hendrix,Voodoo Child (Slight Return),1960,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,313373,4,67.0
239,239,3v9xlH6BpmRbqL7hgNJhfT,The Beach Boys,I Get Around (Mono),1960,0.39,0.625,9,-7.813,0,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,4,65.0
240,240,6L5BZEcZmD6RBJnimzlyKr,The Moody Blues,Nights In White Satin - Single Version / Mono,1960,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4,67.0
241,241,6LbbHFEajG9e4m0G3L47c4,The Who,Pinball Wizard,1960,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,180943,4,67.0
242,242,0Omt3rVppHIlYFXNL1VWgL,The Contours,Do You Love Me - Mono Single,1960,0.596,0.793,5,-6.611,1,0.0421,0.586,1.86e-06,0.108,0.8,150.256,172947,4,65.0
243,243,78JmElAFmrPNhLjovDR9Jm,The Kinks,All Day and All of the Night,1960,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507,4,66.0
244,244,0mbS3VwRbO6HVBMPXnzOGA,Bee Gees,To Love Somebody,1960,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,182000,4,67.0
245,245,1GY8zOFi8rC39xXnD0tKO8,Fontella Bass,Rescue Me,1960,0.678,0.544,4,-9.468,0,0.0326,0.668,9.62e-06,0.103,0.963,122.735,171027,4,67.0
246,246,1INWPr855fwWdAOeecbu0W,Chubby Checker,Let's Twist Again,1960,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,137360,4,67.0
247,247,1jcPcDu2YawPfLhwjYnqK2,Harry Nilsson,"Everybody's Talkin' - From ""Midnight Cowboy""",1960,0.438,0.349,4,-15.569,1,0.038,0.338,5.7e-05,0.417,0.683,124.984,163587,4,65.0
248,248,4ZVZBc5xvMyV3WzWktn8i7,Sly & The Family Stone,Everyday People,1960,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,141507,4,65.0
249,249,52vA3CYKZqZVdQnzRrdZt6,Bob Dylan,The Times They Are A-Changin',1960,0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,192053,3,65.0
250,250,4eGHlplaq1ME8oetnTuFFf,Sam & Dave,Soul Man,1960,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,159000,4,67.0
251,251,5uES1C2NgkdrNHiCwf9jRr,The Supremes,Baby Love,1960,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,158040,4,65.0
252,252,0KOE1hat4SIer491XKk4Pa,Sam Cooke,A Change Is Gonna Come,1960,0.212,0.383,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79,191160,3,66.0
253,253,7AzFID6u1b3zIWbd9pb8Dk,The Lovin' Spoonful,Summer in the City - Remastered,1960,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,160307,4,63.0
254,254,36CKza28wMxYdjdzji7ine,Bee Gees,I Started A Joke,1960,0.31,0.464,7,-8.755,1,0.0275,0.156,8.94e-06,0.132,0.431,144.775,188307,4,66.0
255,255,4NRQwaks9r58tTDvr4iEyv,Wilson Pickett,In the Midnight Hour,1960,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919,157160,4,64.0
256,256,3VgrSJEKBRT3xmwzpaxxEF,Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,1960,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726,163053,4,64.0
257,257,1DndHckdH9m5rp6gYP086b,Dion,Runaround Sue,1960,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,171600,4,66.0
258,258,4K1imZQQ0yKtJ40vGmUajS,Bob Dylan & Johnny Cash,Girl from the North Country,1960,0.607,0.142,7,-23.455,1,0.0382,0.843,0.000197,0.121,0.305,118.867,220400,4,66.0
259,259,4yQw7FR9lcvL6RHtegbJBh,Aretha Franklin,Think,1960,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,139733,4,66.0
260,260,4vju55Ag7apDL2CfotuE7Q,Bobby Hebb,Sunny,1960,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,165067,4,67.0
261,261,0WVTQp3SOCuMr08jh1jweV,Sam Cooke,Bring It On Home to Me,1960,0.523,0.402,0,-8.233,1,0.0305,0.778,0.0,0.432,0.675,70.863,162533,4,64.0
262,262,1WN4uNclrDuczTO3bCr8s1,The Ronettes,Be My Baby,1960,0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,160907,4,66.0
263,263,0iA3xXSkSCiJywKyo1UKjQ,The Kingsmen,Louie Louie,1960,0.623,0.709,1,-9.818,0,0.0636,0.102,0.0,0.0967,0.948,122.394,165381,4,64.0
264,264,0OwvrdjaJOypNsNQHyBWE5,Marlena Shaw,California Soul,1960,0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,177227,4,64.0
265,265,4TBBPZks71c60whhq0PgdP,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,1960,0.631,0.69,2,-6.676,1,0.0531,0.176,0.0,0.121,0.938,94.574,181067,4,64.0
266,266,4Xl2PrS3DJqqSKXCo6Uhv9,Simon & Garfunkel,Homeward Bound,1960,0.485,0.378,3,-11.773,1,0.0337,0.831,0.0,0.103,0.528,92.928,149613,4,67.0
267,267,4CoGNqLap7UGU5Q3VdKug0,The Temptations,Ain't Too Proud To Beg,1960,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,156173,4,64.0
268,268,6RJK553YhstRzyKA4mug09,The Box Tops,The Letter,1960,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,112800,4,67.0
269,269,1GLmaPfulP0BrfijohQpN5,The Beach Boys,Don't Worry Baby - Remastered 2001,1960,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242,169933,4,64.0
270,270,6Hd8mrDwBQ8rLo70FwFG5C,Smokey Robinson & The Miracles,I Second That Emotion,1960,0.711,0.663,2,-9.262,1,0.0308,0.26,1.23e-06,0.0291,0.896,96.812,161227,4,64.0
271,271,252YuUdUaC5OojaBU0H1CP,Jay & The Americans,Come A Little Bit Closer,1960,0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509,166667,4,63.0
272,272,1zW2csx1vVJrKfvDrFQNVt,Harry Belafonte,Jump in the Line,1960,0.594,0.889,5,-7.775,1,0.246,0.768,0.0,0.124,0.8,116.187,221704,4,66.0
